campaign	source_path	line	event_class	matched_token	source_evidence	ownership_unit	review_status
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	170	thread-or-lock	atomic_draw_atlas_blit_frag	rive::Span<const uint32_t> atomic_draw_atlas_blit_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	171	thread-or-lock	atomic_draw_atlas_blit_frag	rive::make_span(embedded::atomic_draw_atlas_blit_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	172	thread-or-lock	atomic_draw_atlas_blit_fixedcolor_frag	rive::Span<const uint32_t> atomic_draw_atlas_blit_fixedcolor_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	173	thread-or-lock	atomic_draw_atlas_blit_fixedcolor_frag	rive::make_span(embedded::atomic_draw_atlas_blit_fixedcolor_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	174	thread-or-lock	atomic_draw_image_rect_vert	rive::Span<const uint32_t> atomic_draw_image_rect_vert =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	175	thread-or-lock	atomic_draw_image_rect_vert	rive::make_span(embedded::atomic_draw_image_rect_vert);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	176	thread-or-lock	atomic_draw_image_rect_frag	rive::Span<const uint32_t> atomic_draw_image_rect_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	177	thread-or-lock	atomic_draw_image_rect_frag	rive::make_span(embedded::atomic_draw_image_rect_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	178	thread-or-lock	atomic_draw_image_rect_fixedcolor_frag	rive::Span<const uint32_t> atomic_draw_image_rect_fixedcolor_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	179	thread-or-lock	atomic_draw_image_rect_fixedcolor_frag	rive::make_span(embedded::atomic_draw_image_rect_fixedcolor_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	180	thread-or-lock	atomic_draw_image_mesh_vert	rive::Span<const uint32_t> atomic_draw_image_mesh_vert =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	181	thread-or-lock	atomic_draw_image_mesh_vert	rive::make_span(embedded::atomic_draw_image_mesh_vert);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	182	thread-or-lock	atomic_draw_image_mesh_frag	rive::Span<const uint32_t> atomic_draw_image_mesh_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	183	thread-or-lock	atomic_draw_image_mesh_frag	rive::make_span(embedded::atomic_draw_image_mesh_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	184	thread-or-lock	atomic_draw_image_mesh_fixedcolor_frag	rive::Span<const uint32_t> atomic_draw_image_mesh_fixedcolor_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	185	thread-or-lock	atomic_draw_image_mesh_fixedcolor_frag	rive::make_span(embedded::atomic_draw_image_mesh_fixedcolor_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	186	thread-or-lock	atomic_resolve_vert	rive::Span<const uint32_t> atomic_resolve_vert =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	187	thread-or-lock	atomic_resolve_vert	rive::make_span(embedded::atomic_resolve_vert);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	188	thread-or-lock	atomic_resolve_frag	rive::Span<const uint32_t> atomic_resolve_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	189	thread-or-lock	atomic_resolve_frag	rive::make_span(embedded::atomic_resolve_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	190	thread-or-lock	atomic_resolve_fixedcolor_frag	rive::Span<const uint32_t> atomic_resolve_fixedcolor_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	191	thread-or-lock	atomic_resolve_fixedcolor_frag	rive::make_span(embedded::atomic_resolve_fixedcolor_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	192	thread-or-lock	atomic_resolve_coalesced_vert	rive::Span<const uint32_t> atomic_resolve_coalesced_vert =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	193	thread-or-lock	atomic_resolve_coalesced_vert	rive::make_span(embedded::atomic_resolve_coalesced_vert);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	194	thread-or-lock	atomic_resolve_coalesced_frag	rive::Span<const uint32_t> atomic_resolve_coalesced_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	195	thread-or-lock	atomic_resolve_coalesced_frag	rive::make_span(embedded::atomic_resolve_coalesced_frag);	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	358	thread-or-lock	atomic_draw_path_vert	spirv::atomic_draw_path_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	359	thread-or-lock	atomic_draw_path_frag	spirv::atomic_draw_path_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	360	thread-or-lock	atomic_draw_path_fixedcolor_frag	spirv::atomic_draw_path_fixedcolor_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	361	thread-or-lock	atomic_draw_interior_triangles_vert	spirv::atomic_draw_interior_triangles_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	362	thread-or-lock	atomic_draw_interior_triangles_frag	spirv::atomic_draw_interior_triangles_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	363	thread-or-lock	atomic_draw_interior_triangles_fixedcolor_frag	spirv::atomic_draw_interior_triangles_fixedcolor_frag =	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	365	thread-or-lock	atomic_draw_atlas_blit_vert	spirv::atomic_draw_atlas_blit_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	366	thread-or-lock	atomic_draw_atlas_blit_frag	spirv::atomic_draw_atlas_blit_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	367	thread-or-lock	atomic_draw_atlas_blit_fixedcolor_frag	spirv::atomic_draw_atlas_blit_fixedcolor_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	368	thread-or-lock	atomic_draw_image_rect_vert	spirv::atomic_draw_image_rect_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	369	thread-or-lock	atomic_draw_image_rect_frag	spirv::atomic_draw_image_rect_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	370	thread-or-lock	atomic_draw_image_rect_fixedcolor_frag	spirv::atomic_draw_image_rect_fixedcolor_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	371	thread-or-lock	atomic_draw_image_mesh_vert	spirv::atomic_draw_image_mesh_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	372	thread-or-lock	atomic_draw_image_mesh_frag	spirv::atomic_draw_image_mesh_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	373	thread-or-lock	atomic_draw_image_mesh_fixedcolor_frag	spirv::atomic_draw_image_mesh_fixedcolor_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	374	thread-or-lock	atomic_resolve_vert	spirv::atomic_resolve_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	375	thread-or-lock	atomic_resolve_frag	spirv::atomic_resolve_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	376	thread-or-lock	atomic_resolve_fixedcolor_frag	spirv::atomic_resolve_fixedcolor_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	377	thread-or-lock	atomic_resolve_coalesced_vert	spirv::atomic_resolve_coalesced_vert = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	378	thread-or-lock	atomic_resolve_coalesced_frag	spirv::atomic_resolve_coalesced_frag = readNextBytecodeSpan();	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	32	thread-or-lock	atomic_draw_path_vert	extern rive::Span<const uint32_t> atomic_draw_path_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	33	thread-or-lock	atomic_draw_path_frag	extern rive::Span<const uint32_t> atomic_draw_path_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	34	thread-or-lock	atomic_draw_path_fixedcolor_frag	extern rive::Span<const uint32_t> atomic_draw_path_fixedcolor_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	35	thread-or-lock	atomic_draw_interior_triangles_vert	extern rive::Span<const uint32_t> atomic_draw_interior_triangles_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	36	thread-or-lock	atomic_draw_interior_triangles_frag	extern rive::Span<const uint32_t> atomic_draw_interior_triangles_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	38	thread-or-lock	atomic_draw_interior_triangles_fixedcolor_frag	atomic_draw_interior_triangles_fixedcolor_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	39	thread-or-lock	atomic_draw_atlas_blit_vert	extern rive::Span<const uint32_t> atomic_draw_atlas_blit_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	40	thread-or-lock	atomic_draw_atlas_blit_frag	extern rive::Span<const uint32_t> atomic_draw_atlas_blit_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	41	thread-or-lock	atomic_draw_atlas_blit_fixedcolor_frag	extern rive::Span<const uint32_t> atomic_draw_atlas_blit_fixedcolor_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	42	thread-or-lock	atomic_draw_image_rect_vert	extern rive::Span<const uint32_t> atomic_draw_image_rect_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	43	thread-or-lock	atomic_draw_image_rect_frag	extern rive::Span<const uint32_t> atomic_draw_image_rect_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	44	thread-or-lock	atomic_draw_image_rect_fixedcolor_frag	extern rive::Span<const uint32_t> atomic_draw_image_rect_fixedcolor_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	45	thread-or-lock	atomic_draw_image_mesh_vert	extern rive::Span<const uint32_t> atomic_draw_image_mesh_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	46	thread-or-lock	atomic_draw_image_mesh_frag	extern rive::Span<const uint32_t> atomic_draw_image_mesh_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	47	thread-or-lock	atomic_draw_image_mesh_fixedcolor_frag	extern rive::Span<const uint32_t> atomic_draw_image_mesh_fixedcolor_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	48	thread-or-lock	atomic_resolve_vert	extern rive::Span<const uint32_t> atomic_resolve_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	49	thread-or-lock	atomic_resolve_frag	extern rive::Span<const uint32_t> atomic_resolve_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	50	thread-or-lock	atomic_resolve_fixedcolor_frag	extern rive::Span<const uint32_t> atomic_resolve_fixedcolor_frag;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	51	thread-or-lock	atomic_resolve_coalesced_vert	extern rive::Span<const uint32_t> atomic_resolve_coalesced_vert;	vulkan:renderer:vulkan_shaders	review-required
vulkan	renderer/src/vulkan/vulkan_shaders.hpp	52	thread-or-lock	atomic_resolve_coalesced_frag	extern rive::Span<const uint32_t> atomic_resolve_coalesced_frag;	vulkan:renderer:vulkan_shaders	review-required
webgl2	renderer/include/rive/renderer/gl/gl_state.hpp	60	destruction-or-release	deleteProgram	void deleteProgram(GLuint);	webgl2:renderer:gl_state	review-required
webgl2	renderer/include/rive/renderer/gl/gl_state.hpp	61	destruction-or-release	deleteVAO	void deleteVAO(GLuint);	webgl2:renderer:gl_state	review-required
webgl2	renderer/include/rive/renderer/gl/gl_state.hpp	62	destruction-or-release	deleteBuffer	void deleteBuffer(GLuint);	webgl2:renderer:gl_state	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	82	destruction-or-release	delete	GLObject(const GLObject&) = delete;	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	83	destruction-or-release	delete	GLObject& operator=(const GLObject&) = delete;	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	97	destruction-or-release	~Buffer(	~Buffer() { glDeleteBuffers(1, &m_id); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	107	destruction-or-release	reset	reset(std::exchange(rhs.m_id, 0));	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	110	destruction-or-release	reset	~Texture() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	110	destruction-or-release	~Texture(	~Texture() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	118	destruction-or-release	reset	void reset(GLuint adoptedID)	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	135	destruction-or-release	reset	reset(std::exchange(rhs.m_id, 0));	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	138	destruction-or-release	reset	~Framebuffer() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	138	destruction-or-release	~Framebuffer(	~Framebuffer() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	145	destruction-or-release	reset	void reset(GLuint adoptedID)	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	162	destruction-or-release	reset	reset(std::exchange(rhs.m_id, 0));	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	165	destruction-or-release	reset	~Renderbuffer() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	165	destruction-or-release	~Renderbuffer(	~Renderbuffer() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	172	destruction-or-release	reset	void reset(GLuint adoptedID)	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	186	destruction-or-release	~VAO(	~VAO() { glDeleteVertexArrays(1, &m_id); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	196	destruction-or-release	reset	reset(std::exchange(rhs.m_id, 0));	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	199	destruction-or-release	reset	~Shader() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	199	destruction-or-release	~Shader(	~Shader() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	214	destruction-or-release	reset	void reset(GLuint adoptedID = 0)	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	230	destruction-or-release	reset	reset(std::exchange(rhs.m_id, 0));	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	235	destruction-or-release	reset	~Program() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	235	destruction-or-release	~Program(	~Program() { reset(0); }	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/gl_utils.hpp	257	destruction-or-release	reset	void reset(GLuint adoptedProgramID);	webgl2:renderer:gl_utils	review-required
webgl2	renderer/include/rive/renderer/gl/load_store_actions_ext.hpp	30	synchronization-or-submission	FlushDescriptor	LoadStoreActionsEXT BuildLoadActionsEXT(const gpu::FlushDescriptor&,	webgl2:renderer:load_store_actions_ext	review-required
webgl2	renderer/include/rive/renderer/gl/render_buffer_gl_impl.hpp	25	destruction-or-release	~RenderBufferGLImpl(	~RenderBufferGLImpl();	webgl2:renderer:render_buffer_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	7	callback-or-async	async_pipeline_manager	#include "rive/renderer/async_pipeline_manager.hpp"	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	39	construction-or-allocation	MakeContext	static std::unique_ptr<RenderContext> MakeContext(const ContextOptions&);	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	40	construction-or-allocation	MakeContext	static std::unique_ptr<RenderContext> MakeContext()	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	42	construction-or-allocation	MakeContext	return MakeContext(ContextOptions());	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	45	destruction-or-release	~RenderContextGLImpl(	~RenderContextGLImpl() override;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	213	synchronization-or-submission	FlushDescriptor	const gpu::FlushDescriptor&,	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	226	synchronization-or-submission	FlushDescriptor	const FlushDescriptor&,	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	232	synchronization-or-submission	FlushDescriptor	const FlushDescriptor&) = 0;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	234	synchronization-or-submission	FlushDescriptor	const FlushDescriptor&) = 0;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	237	synchronization-or-submission	FlushDescriptor	const gpu::FlushDescriptor&,	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	240	synchronization-or-submission	FlushDescriptor	void barrier(const gpu::FlushDescriptor& desc)	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	240	synchronization-or-submission	barrier	void barrier(const gpu::FlushDescriptor& desc)	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	242	failure-or-loss	assert	assert(m_rasterOrderingEnabled == gpu::TriState::no);	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	246	destruction-or-release	~PixelLocalStorageImpl(	virtual ~PixelLocalStorageImpl() {}	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	257	synchronization-or-submission	FlushDescriptor	virtual void onBarrier(const gpu::FlushDescriptor& desc) {}	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	266	construction-or-allocation	MakePLSImplEXTNative	static std::unique_ptr<PixelLocalStorageImpl> MakePLSImplEXTNative(	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	268	construction-or-allocation	MakePLSImplWebGL	static std::unique_ptr<PixelLocalStorageImpl> MakePLSImplWebGL();	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	269	construction-or-allocation	MakePLSImplRWTexture	static std::unique_ptr<PixelLocalStorageImpl> MakePLSImplRWTexture();	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	271	construction-or-allocation	MakeContext	static std::unique_ptr<RenderContext> MakeContext(	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	302	synchronization-or-submission	FlushDescriptor	void flush(const FlushDescriptor&) override;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	302	synchronization-or-submission	flush	void flush(const FlushDescriptor&) override;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	315	synchronization-or-submission	flushBeforeInstancedDrawIfNeeded	void flushBeforeInstancedDrawIfNeeded(uint32_t nextInstanceCount)	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	417	destruction-or-release	delete	DrawShader(const DrawShader&) = delete;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	418	destruction-or-release	delete	DrawShader& operator=(const DrawShader&) = delete;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	429	destruction-or-release	~DrawShader(	~DrawShader();	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	447	destruction-or-release	delete	DrawProgram(const DrawProgram&) = delete;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	448	destruction-or-release	delete	DrawProgram& operator=(const DrawProgram&) = delete;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	460	destruction-or-release	~DrawProgram(	~DrawProgram();	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	490	callback-or-async	AsyncPipelineManager	class GLPipelineManager : public AsyncPipelineManager<DrawProgram>	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	492	callback-or-async	AsyncPipelineManager	using Super = AsyncPipelineManager<DrawProgram>;	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	498	construction-or-allocation	createVertexShader	virtual std::unique_ptr<DrawShader> createVertexShader(	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	503	construction-or-allocation	createFragmentShader	virtual std::unique_ptr<DrawShader> createFragmentShader(	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	509	construction-or-allocation	createPipeline	virtual std::unique_ptr<DrawProgram> createPipeline(	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	510	construction-or-allocation	createType	PipelineCreateType createType,	webgl2:renderer:render_context_gl_impl	review-required
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	75	construction-or-allocation	allocateWebGLPLSBacking	virtual void allocateWebGLPLSBacking(const GLCapabilities&) = 0;	webgl2:renderer:render_target	review-required
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	104	destruction-or-release	~TextureRenderTargetGL(	~TextureRenderTargetGL();	webgl2:renderer:render_target	review-required
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	130	construction-or-allocation	allocateWebGLPLSBacking	void allocateWebGLPLSBacking(const GLCapabilities&) final;	webgl2:renderer:render_target	review-required
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	175	destruction-or-release	~FramebufferRenderTargetGL(	~FramebufferRenderTargetGL();	webgl2:renderer:render_target	review-required
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	182	construction-or-allocation	allocateOffscreenTargetTexture	void allocateOffscreenTargetTexture();	webgl2:renderer:render_target	review-required
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	194	construction-or-allocation	allocateWebGLPLSBacking	void allocateWebGLPLSBacking(const GLCapabilities&) final;	webgl2:renderer:render_target	review-required
webgl2	renderer/include/rive/renderer/ore/ore_context_gl.hpp	23	construction-or-allocation	Make	static std::unique_ptr<ContextGL> Make();	webgl2:ore:context	review-required
webgl2	renderer/include/rive/renderer/ore/ore_context_gl.hpp	25	destruction-or-release	~ContextGL(	~ContextGL() override;	webgl2:ore:context	review-required
webgl2	renderer/include/rive/renderer/ore/ore_context_gl.hpp	44	synchronization-or-submission	waitForGPU	void waitForGPU() override;	webgl2:ore:context	review-required
webgl2	renderer/include/rive/renderer/ore/ore_context_gl.hpp	53	destruction-or-release	delete	ContextGL(const ContextGL&) = delete;	webgl2:ore:context	review-required
