version	upstream_sha	upstream_file	include_line	directive	include_token	include_syntax	active_branch_path	resolution_kind	resolved_source	source_unit	dependency_unit	correspondence_owner	correspondence_evidence	mapping_status	translation_status	translation_disposition	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/metal/render_context_metal_impl.h	14	import	Metal/Metal.h	angle	(!defined(RIVE_OBJC_NOP))	toolchain-header	toolchain:Metal/Metal.h	metal-render-context-api	-	toolchain:Metal/Metal.h	toolchain:Metal/Metal.h	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/metal/render_context_metal_impl.h:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-bind-group	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-bind-group	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	9	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-bind-group	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	10	include	rive/renderer/ore/ore_buffer.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_buffer.hpp	ore-bind-group	ore-buffer	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	11	include	rive/renderer/ore/ore_texture.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_texture.hpp	ore-bind-group	ore-texture	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	12	include	rive/renderer/ore/ore_sampler.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_sampler.hpp	ore-bind-group	ore-sampler	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	13	include	rive/renderer/ore/ore_bind_group_layout.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	ore-bind-group	ore-bind-group-layout	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group.hpp	15	include	vector	angle	all	toolchain-header	toolchain:vector	ore-bind-group	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_bind_group.hpp:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-bind-group-layout	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-bind-group-layout	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	9	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-bind-group-layout	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	10	include	rive/renderer/ore/ore_binding_map.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_binding_map.hpp	ore-bind-group-layout	ore-binding-map	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	12	include	string	angle	all	toolchain-header	toolchain:string	ore-bind-group-layout	-	toolchain:string	toolchain:string	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	13	include	vector	angle	all	toolchain-header	toolchain:vector	ore-bind-group-layout	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_binding_map.hpp	23	include	algorithm	angle	all	toolchain-header	toolchain:algorithm	ore-binding-map	-	toolchain:algorithm	toolchain:algorithm	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_binding_map.hpp:23
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_binding_map.hpp	24	include	cassert	angle	all	toolchain-header	toolchain:cassert	ore-binding-map	-	toolchain:cassert	toolchain:cassert	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_binding_map.hpp:24
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_binding_map.hpp	25	include	cstdint	angle	all	toolchain-header	toolchain:cstdint	ore-binding-map	-	toolchain:cstdint	toolchain:cstdint	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_binding_map.hpp:25
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_binding_map.hpp	26	include	cstring	angle	all	toolchain-header	toolchain:cstring	ore-binding-map	-	toolchain:cstring	toolchain:cstring	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_binding_map.hpp:26
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_binding_map.hpp	27	include	vector	angle	all	toolchain-header	toolchain:vector	ore-binding-map	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_binding_map.hpp:27
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_buffer.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-buffer	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_buffer.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_buffer.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-buffer	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_buffer.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_buffer.hpp	9	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-buffer	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_buffer.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	7	include	cstdarg	angle	all	toolchain-header	toolchain:cstdarg	ore-context-render-pass	-	toolchain:cstdarg	toolchain:cstdarg	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	8	include	cstdio	angle	all	toolchain-header	toolchain:cstdio	ore-context-render-pass	-	toolchain:cstdio	toolchain:cstdio	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	9	include	memory	angle	all	toolchain-header	toolchain:memory	ore-context-render-pass	-	toolchain:memory	toolchain:memory	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	10	include	string	angle	all	toolchain-header	toolchain:string	ore-context-render-pass	-	toolchain:string	toolchain:string	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	11	include	vector	angle	all	toolchain-header	toolchain:vector	ore-context-render-pass	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	12	include	rive/refcnt.hpp	quote	all	campaign-source	include/rive/refcnt.hpp	ore-context-render-pass	generic-refcnt	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	13	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-context-render-pass	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	14	include	rive/renderer/ore/ore_buffer.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_buffer.hpp	ore-context-render-pass	ore-buffer	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	15	include	rive/renderer/ore/ore_texture.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_texture.hpp	ore-context-render-pass	ore-texture	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	16	include	rive/renderer/ore/ore_sampler.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_sampler.hpp	ore-context-render-pass	ore-sampler	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	17	include	rive/renderer/ore/ore_shader_module.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_shader_module.hpp	ore-context-render-pass	ore-shader-module	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	18	include	rive/renderer/ore/ore_pipeline.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_pipeline.hpp	ore-context-render-pass	ore-pipeline	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	19	include	rive/renderer/ore/ore_bind_group.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_bind_group.hpp	ore-context-render-pass	ore-bind-group	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context.hpp	20	include	rive/renderer/ore/ore_render_pass.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_render_pass.hpp	ore-context-render-pass	ore-context-render-pass	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context.hpp:20
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context_metal.hpp	7	include	rive/renderer/ore/ore_context.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_context.hpp	ore-context-render-pass	ore-context-render-pass	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_context_metal.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context_metal.hpp	9	import	Metal/Metal.h	angle	all	toolchain-header	toolchain:Metal/Metal.h	ore-context-render-pass	-	toolchain:Metal/Metal.h	toolchain:Metal/Metal.h	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context_metal.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context_metal.hpp	11	include	atomic	angle	all	toolchain-header	toolchain:atomic	ore-context-render-pass	-	toolchain:atomic	toolchain:atomic	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context_metal.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_context_metal.hpp	12	include	memory	angle	all	toolchain-header	toolchain:memory	ore-context-render-pass	-	toolchain:memory	toolchain:memory	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_context_metal.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_pipeline.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-pipeline	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_pipeline.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_pipeline.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-pipeline	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_pipeline.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_pipeline.hpp	9	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-pipeline	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_pipeline.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_pipeline.hpp	10	include	rive/renderer/ore/ore_bind_group_layout.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	ore-pipeline	ore-bind-group-layout	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_pipeline.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_pipeline.hpp	11	include	rive/renderer/ore/ore_shader_module.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_shader_module.hpp	ore-pipeline	ore-shader-module	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_pipeline.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_pipeline.hpp	13	include	vector	angle	all	toolchain-header	toolchain:vector	ore-pipeline	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_pipeline.hpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_render_pass.hpp	7	include	rive/refcnt.hpp	quote	all	campaign-source	include/rive/refcnt.hpp	ore-context-render-pass	generic-refcnt	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_render_pass.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_render_pass.hpp	8	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-context-render-pass	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_render_pass.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_rstb_entry_container.hpp	3	include	cstdint	angle	all	toolchain-header	toolchain:cstdint	ore-rstb-container	-	toolchain:cstdint	toolchain:cstdint	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_rstb_entry_container.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_rstb_entry_container.hpp	4	include	string	angle	all	toolchain-header	toolchain:string	ore-rstb-container	-	toolchain:string	toolchain:string	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_rstb_entry_container.hpp:4
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_rstb_entry_container.hpp	5	include	vector	angle	all	toolchain-header	toolchain:vector	ore-rstb-container	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_rstb_entry_container.hpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_sampler.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-sampler	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_sampler.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_sampler.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-sampler	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_sampler.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_sampler.hpp	9	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-sampler	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_sampler.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-shader-module	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-shader-module	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	9	include	rive/renderer/ore/ore_binding_map.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_binding_map.hpp	ore-shader-module	ore-binding-map	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	10	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-shader-module	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	12	include	cassert	angle	all	toolchain-header	toolchain:cassert	ore-shader-module	-	toolchain:cassert	toolchain:cassert	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	13	include	cstdint	angle	all	toolchain-header	toolchain:cstdint	ore-shader-module	-	toolchain:cstdint	toolchain:cstdint	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	14	include	string	angle	all	toolchain-header	toolchain:string	ore-shader-module	-	toolchain:string	toolchain:string	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_shader_module.hpp	15	include	vector	angle	all	toolchain-header	toolchain:vector	ore-shader-module	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_shader_module.hpp:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_texture.hpp	7	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	ore-texture	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_texture.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_texture.hpp	8	include	utils/lite_rtti.hpp	quote	all	campaign-source	include/utils/lite_rtti.hpp	ore-texture	generic-lite-rtti	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_texture.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_texture.hpp	9	include	rive/renderer/ore/ore_types.hpp	quote	all	campaign-source	renderer/include/rive/renderer/ore/ore_types.hpp	ore-texture	ore-types	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/ore/ore_texture.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/ore/ore_types.hpp	7	include	cstdint	angle	all	toolchain-header	toolchain:cstdint	ore-types	-	toolchain:cstdint	toolchain:cstdint	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/ore/ore_types.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	7	include	rive/refcnt.hpp	quote	all	campaign-source	include/rive/refcnt.hpp	generic-render-canvas	generic-refcnt	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_canvas.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	8	include	rive/renderer/render_target.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_target.hpp	generic-render-canvas	generic-render-target	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_canvas.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_canvas.hpp	9	include	rive/renderer/rive_render_image.hpp	quote	all	campaign-source	renderer/include/rive/renderer/rive_render_image.hpp	generic-render-canvas	generic-texture-image	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_canvas.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	7	include	rive/math/vec2d.hpp	quote	all	upstream-global-source	include/rive/math/vec2d.hpp	generic-render-context-contract	existing-rust:crates/nuxie-render-api/src/lib.rs	crates/nuxie-render-api/src/lib.rs	rust:crates/nuxie-render-api/src/lib.rs:1-4934	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_context.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	8	include	rive/renderer/gpu.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu.hpp	generic-render-context-contract	generic-gpu-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	9	include	rive/renderer/rive_render_factory.hpp	quote	all	campaign-source	renderer/include/rive/renderer/rive_render_factory.hpp	generic-render-context-contract	generic-rive-render-factory	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	11	include	rive/renderer/render_canvas.hpp	quote	(defined(RIVE_CANVAS))	campaign-source	renderer/include/rive/renderer/render_canvas.hpp	generic-render-context-contract	generic-render-canvas	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	12	include	rive/renderer/ore/ore_context.hpp	quote	(defined(RIVE_CANVAS))	campaign-source	renderer/include/rive/renderer/ore/ore_context.hpp	generic-render-context-contract	ore-context-render-pass	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	14	include	rive/renderer/render_target.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_target.hpp	generic-render-context-contract	generic-render-target	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context.hpp:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	15	include	rive/renderer/shader_compilation_mode.hpp	quote	all	upstream-global-source	renderer/include/rive/renderer/shader_compilation_mode.hpp	generic-render-context-contract	existing-rust:crates/nuxie-renderer/src/native_metal/pipeline_cache.rs	crates/nuxie-renderer/src/native_metal/pipeline_cache.rs	rust:crates/nuxie-renderer/src/native_metal/pipeline_cache.rs:1-1367	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_context.hpp:15
