version	upstream_sha	upstream_file	block	lines	branch_lines	configurations	source_behavior	rust_owner	rust_configuration	mapping_status	translation_status	translation_disposition	validation_disposition	exclusion_reason	remaining	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/rive_types.hpp	include-rive-rive-types-hpp-l125	125-129	125,127	if __has_builtin(__builtin_memcpy) | else	Preserves the complete pinned preprocessor block at include/rive/rive_types.hpp:125-129, including branch lines 125,127, under if __has_builtin(__builtin_memcpy) | else.	crates/nuxie-renderer/src/native_metal/mod.rs	Use Rust language/compiler intrinsics for unreachable, inline, thread-safety annotation, and copy behavior; retain every fallback as compile-link correspondence.	prepared	verified	required	compile-link-only	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:include/rive/rive_types.hpp:125-129
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/rive_types.hpp	include-rive-rive-types-hpp-l131	131-135	131,133	ifdef DEBUG | else	Preserves the complete pinned preprocessor block at include/rive/rive_types.hpp:131-135, including branch lines 131,133, under ifdef DEBUG | else.	crates/nuxie-renderer/src/native_metal/mod.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:include/rive/rive_types.hpp:131-135
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/renderer.hpp	include-rive-renderer-hpp-l130	130-136	130	if defined(__EMSCRIPTEN__)	Preserves the complete pinned preprocessor block at include/rive/renderer.hpp:130-136, including branch lines 130, under if defined(__EMSCRIPTEN__).	crates/nuxie-render-api/src/lib.rs	Use cfg(target_os = "emscripten") for the delegate/import surface and compile-link the non-Emscripten absence path.	prepared	verified	required	compile-link-only	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:include/rive/renderer.hpp:130-136
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	include/rive/renderer.hpp	include-rive-renderer-hpp-l155	155-167	155	if defined(__EMSCRIPTEN__)	Preserves the complete pinned preprocessor block at include/rive/renderer.hpp:155-167, including branch lines 155, under if defined(__EMSCRIPTEN__).	crates/nuxie-render-api/src/lib.rs	Use cfg(target_os = "emscripten") for the delegate/import surface and compile-link the non-Emscripten absence path.	prepared	verified	required	compile-link-only	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:include/rive/renderer.hpp:155-167
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	src/renderer.cpp	src-renderer-cpp-l153	153-161	153	ifdef DEBUG	Preserves the complete pinned preprocessor block at src/renderer.cpp:153-161, including branch lines 153, under ifdef DEBUG.	crates/nuxie-render-api/src/lib.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:src/renderer.cpp:153-161
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	src/renderer.cpp	src-renderer-cpp-l222	222-232	222	ifdef DEBUG	Preserves the complete pinned preprocessor block at src/renderer.cpp:222-232, including branch lines 222, under ifdef DEBUG.	crates/nuxie-render-api/src/lib.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:src/renderer.cpp:222-232
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	renderer-include-rive-renderer-gpu-hpp-l330	330-338	330,336	ifndef NDEBUG | else	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/gpu.hpp:330-338, including branch lines 330,336, under ifndef NDEBUG | else.	crates/nuxie-renderer/src/gpu.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/gpu.hpp:330-338
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	renderer-include-rive-renderer-gpu-hpp-l360	360-362	360	ifndef NDEBUG	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/gpu.hpp:360-362, including branch lines 360, under ifndef NDEBUG.	crates/nuxie-renderer/src/gpu.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/gpu.hpp:360-362
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	renderer-include-rive-renderer-gpu-hpp-l1209	1209-1219	1209	ifdef WITH_RIVE_TOOLS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/gpu.hpp:1209-1219, including branch lines 1209, under ifdef WITH_RIVE_TOOLS.	crates/nuxie-renderer/src/gpu.rs	Use the single rive-tools Cargo feature; feature-on preserves the exact field/read path and feature-off removes it.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/gpu.hpp:1209-1219
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	renderer-include-rive-renderer-gpu-hpp-l1320	1320-1327	1320	ifdef WITH_RIVE_TOOLS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/gpu.hpp:1320-1327, including branch lines 1320, under ifdef WITH_RIVE_TOOLS.	crates/nuxie-renderer/src/gpu.rs	Use the single rive-tools Cargo feature; feature-on preserves the exact field/read path and feature-off removes it.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/gpu.hpp:1320-1327
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	renderer-include-rive-renderer-gpu-hpp-l1649	1649-1652	1649	ifdef TESTING	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/gpu.hpp:1649-1652, including branch lines 1649, under ifdef TESTING.	crates/nuxie-renderer/src/gpu.rs	Use cfg(any(test, feature = "renderer-testing")) so TESTING-only layout and assertions are present in both unit and external parity harnesses.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/gpu.hpp:1649-1652
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	renderer-include-rive-renderer-gpu-hpp-l2013	2013-2016	2013	ifdef RIVE_GENERATE_FEATHER_LUT	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/gpu.hpp:2013-2016, including branch lines 2013, under ifdef RIVE_GENERATE_FEATHER_LUT.	crates/nuxie-renderer/src/gpu.rs	Use one generate-feather-lut Cargo/build feature across declarations, constructors, and generator bodies; feature-off retains the normal table-consumer path.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/gpu.hpp:2013-2016
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	renderer-src-gpu-cpp-l1796	1796-1840	1796	ifndef NDEBUG	Preserves the complete pinned preprocessor block at renderer/src/gpu.cpp:1796-1840, including branch lines 1796, under ifndef NDEBUG.	crates/nuxie-renderer/src/gpu.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/gpu.cpp:1796-1840
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	renderer-src-gpu-cpp-l1908	1908-1987	1908	ifdef RIVE_GENERATE_FEATHER_LUT	Preserves the complete pinned preprocessor block at renderer/src/gpu.cpp:1908-1987, including branch lines 1908, under ifdef RIVE_GENERATE_FEATHER_LUT.	crates/nuxie-renderer/src/gpu.rs	Use one generate-feather-lut Cargo/build feature across declarations, constructors, and generator bodies; feature-off retains the normal table-consumer path.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/gpu.cpp:1908-1987
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	renderer-src-gpu-cpp-l2050	2050-2124	2050	ifdef RIVE_GENERATE_FEATHER_LUT	Preserves the complete pinned preprocessor block at renderer/src/gpu.cpp:2050-2124, including branch lines 2050, under ifdef RIVE_GENERATE_FEATHER_LUT.	crates/nuxie-renderer/src/gpu.rs	Use one generate-feather-lut Cargo/build feature across declarations, constructors, and generator bodies; feature-off retains the normal table-consumer path.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/gpu.cpp:2050-2124
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	renderer-include-rive-renderer-rive-render-image-hpp-l9	9-11	9	ifdef __EMSCRIPTEN__	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/rive_render_image.hpp:9-11, including branch lines 9, under ifdef __EMSCRIPTEN__.	crates/nuxie-renderer/src/native_metal/image_texture.rs	Use cfg(target_os = "emscripten") for the delegate/import surface and compile-link the non-Emscripten absence path.	prepared	verified	required	compile-link-only	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/rive_render_image.hpp:9-11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	renderer-include-rive-renderer-render-context-hpp-l10	10-13	10	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context.hpp:10-13, including branch lines 10, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context.hpp:10-13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	renderer-include-rive-renderer-render-context-hpp-l133	133-140	133	ifdef WITH_RIVE_TOOLS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context.hpp:133-140, including branch lines 133, under ifdef WITH_RIVE_TOOLS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-tools Cargo feature; feature-on preserves the exact field/read path and feature-off removes it.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context.hpp:133-140
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	renderer-include-rive-renderer-render-context-hpp-l304	304-310	304	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context.hpp:304-310, including branch lines 304, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context.hpp:304-310
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	renderer-include-rive-renderer-render-context-hpp-l396	396-398	396	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context.hpp:396-398, including branch lines 396, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context.hpp:396-398
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	renderer-include-rive-renderer-render-context-impl-hpp-l10	10-12	10	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context_impl.hpp:10-12, including branch lines 10, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/native_metal/context.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:10-12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	renderer-include-rive-renderer-render-context-impl-hpp-l14	14-19	14	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context_impl.hpp:14-19, including branch lines 14, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/native_metal/context.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:14-19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	renderer-include-rive-renderer-render-context-impl-hpp-l23	23-25	23	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context_impl.hpp:23-25, including branch lines 23, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/native_metal/context.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:23-25
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	renderer-include-rive-renderer-render-context-impl-hpp-l76	76-86	76	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context_impl.hpp:76-86, including branch lines 76, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/native_metal/context.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:76-86
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	renderer-include-rive-renderer-render-context-impl-hpp-l230	230-242	230	if defined(ORE_BACKEND_GL) && defined(RIVE_CANVAS)	Preserves the complete pinned preprocessor block at renderer/include/rive/renderer/render_context_impl.hpp:230-242, including branch lines 230, under if defined(ORE_BACKEND_GL) && defined(RIVE_CANVAS).	crates/nuxie-renderer/src/native_metal/context.rs	Use all(feature = "rive-canvas", feature = "ore-gl") exactly; Metal-only builds compile the absence path.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/include/rive/renderer/render_context_impl.hpp:230-242
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context_helper_impl.cpp	renderer-src-render-context-helper-impl-cpp-l10	10-12	10	ifdef RIVE_DECODERS	Preserves the complete pinned preprocessor block at renderer/src/render_context_helper_impl.cpp:10-12, including branch lines 10, under ifdef RIVE_DECODERS.	crates/nuxie-renderer/src/native_metal/context.rs	Use the image-decoders Cargo feature for decoder includes and fallback bodies; feature-off preserves platform-decode-only behavior.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context_helper_impl.cpp:10-12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l12	12-14	12	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:12-14, including branch lines 12, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:12-14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l25	25-27	25	ifdef RIVE_DECODERS	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:25-27, including branch lines 25, under ifdef RIVE_DECODERS.	crates/nuxie-renderer/src/logical_frame.rs	Use the image-decoders Cargo feature for decoder includes and fallback bodies; feature-off preserves platform-decode-only behavior.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:25-27
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l29	29-31	29	ifdef RIVE_KTX2	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:29-31, including branch lines 29, under ifdef RIVE_KTX2.	crates/nuxie-renderer/src/logical_frame.rs	Use the ktx2 Cargo feature for KTX2 probing/upload; feature-off must continue to the remaining decoder path without consuming input.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:29-31
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l144	144-148	144	ifdef RIVE_GENERATE_FEATHER_LUT	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:144-148, including branch lines 144, under ifdef RIVE_GENERATE_FEATHER_LUT.	crates/nuxie-renderer/src/logical_frame.rs	Use one generate-feather-lut Cargo/build feature across declarations, constructors, and generator bodies; feature-off retains the normal table-consumer path.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:144-148
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l161	161-163	161	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:161-163, including branch lines 161, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:161-163
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l178	178-190	178	ifdef RIVE_CANVAS	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:178-190, including branch lines 178, under ifdef RIVE_CANVAS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-canvas Cargo feature across generic context, native Metal canvas, and ORE integration; feature-off removes the complete surface.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:178-190
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l197	197-228	197	ifdef RIVE_KTX2	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:197-228, including branch lines 197, under ifdef RIVE_KTX2.	crates/nuxie-renderer/src/logical_frame.rs	Use the ktx2 Cargo feature for KTX2 probing/upload; feature-off must continue to the remaining decoder path without consuming input.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:197-228
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l230	230-255	230	ifdef RIVE_DECODERS	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:230-255, including branch lines 230, under ifdef RIVE_DECODERS.	crates/nuxie-renderer/src/logical_frame.rs	Use the image-decoders Cargo feature for decoder includes and fallback bodies; feature-off preserves platform-decode-only behavior.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:230-255
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l1332	1332-1334	1332	ifdef WITH_RIVE_TOOLS	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:1332-1334, including branch lines 1332, under ifdef WITH_RIVE_TOOLS.	crates/nuxie-renderer/src/logical_frame.rs	Use the single rive-tools Cargo feature; feature-on preserves the exact field/read path and feature-off removes it.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:1332-1334
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l2386	2386-2394	2386	ifndef NDEBUG	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:2386-2394, including branch lines 2386, under ifndef NDEBUG.	crates/nuxie-renderer/src/logical_frame.rs	Map DEBUG to cfg(debug_assertions) and NDEBUG/RELEASE to its inverse; preserve whether debug-only expressions are evaluated or absent.	prepared	verified	required	executable	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:2386-2394
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer-src-render-context-cpp-l2476	2476-2623	2476,2613	if 0 | else	Preserves the complete pinned preprocessor block at renderer/src/render_context.cpp:2476-2623, including branch lines 2476,2613, under if 0 | else.	crates/nuxie-renderer/src/logical_frame.rs	Preserve the source-disabled diagnostic body behind cfg(any()); its empty alternate remains the compiled path.	prepared	verified	required	compile-link-only	-	Mechanically translate every branch into the assigned source-shaped target and attach compile or execution evidence before advancing translation_status.	cpp:renderer/src/render_context.cpp:2476-2623
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	renderer-include-rive-renderer-rive-renderer-hpp-l56	56-73	56	ifdef TESTING	Preserves the TESTING-only renderer inspection surface.	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/rive_renderer_hpp.rs	Map TESTING to cfg(test) without changing the public inspection behavior.	prepared	verified	required	executable	-	Mechanically preserve the complete conditional block and validate both configurations before promotion.	cpp:renderer/include/rive/renderer/rive_renderer.hpp:56-73
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	renderer-src-draw-cpp-l442	442-449	442	ifdef NDEBUG	Preserves release-only acceptance of precomputed pixel bounds and the debug recomputation path.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/draw_cpp.rs	Map NDEBUG to cfg(not(debug_assertions)) and preserve whether bounds are recomputed.	prepared	verified	required	executable	-	Mechanically preserve the complete conditional block and validate debug and release configurations before promotion.	cpp:renderer/src/draw.cpp:442-449
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.hpp	renderer-src-rive-render-path-hpp-l57	57-66	57	ifdef DEBUG	Preserves debug-only raw-path mutation locking.	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/rive_render_path_hpp.rs	Map DEBUG to cfg(debug_assertions) and preserve balanced mutation-lock accounting.	prepared	verified	required	executable	-	Mechanically preserve the complete conditional block and validate debug and release configurations before promotion.	cpp:renderer/src/rive_render_path.hpp:57-66
